"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"01.09.2016","9.414","9.435","9.583","8.766","1.66M","-0.23%"
"01.08.2016","9.435","9.915","9.915","9.334","4.65M","-4.20%"
"01.07.2016","9.849","9.555","9.849","9.371","6.93M","5.18%"
"01.06.2016","9.364","9.261","9.562","9.107","1.75M","-0.39%"
"01.05.2016","9.401","9.481","9.628","9.187","547.80K","-0.78%"
"01.04.2016","9.474","9.485","9.628","9.187","2.66M","-0.65%"
"01.03.2016","9.536","9.179","9.609","9.179","90.80K","3.97%"
"01.02.2016","9.172","9.186","9.186","8.971","665.10K","-0.16%"
"01.01.2016","9.186","8.833","9.186","8.811","1.10M","0.86%"
"01.12.2015","9.108","9.108","9.108","8.826","1.35M","0.00%"
"01.11.2015","9.108","9.179","9.179","8.614","349.00K","0.78%"
"01.10.2015","9.037","9.037","9.143","8.818","519.10K","-1.08%"
"01.09.2015","9.136","8.473","9.179","8.473","440.10K","7.83%"
"01.08.2015","8.473","8.861","9.002","8.225","2.39M","-5.88%"
"01.07.2015","9.002","8.473","9.207","8.402","764.30K","2.82%"
"01.06.2015","8.755","8.896","8.967","8.473","413.90K","-2.36%"
"01.05.2015","8.967","9.080","9.080","8.826","1.29M","-1.25%"
"01.04.2015","9.080","8.939","9.150","8.939","472.00K","0.78%"
"01.03.2015","9.010","8.693","9.080","8.622","681.50K","2.40%"
"01.02.2015","8.798","8.552","8.798","8.517","2.95M","2.88%"
"01.01.2015","8.552","8.552","8.573","8.447","2.07M","-0.41%"
