"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"01.10.2016","8.29","8.41","8.41","8.12","2.45M","0.00%"
"01.09.2016","8.29","8.37","8.41","8.29","2.56M","-0.99%"
"01.08.2016","8.37","8.31","8.37","8.28","2.90M","0.73%"
"01.07.2016","8.31","8.28","8.35","8.27","885.46K","0.50%"
"01.06.2016","8.27","8.27","8.39","8.25","935.49K","0.00%"
"01.05.2016","8.27","8.31","8.52","8.23","5.58M","-0.20%"
"01.04.2016","8.29","8.30","8.35","8.18","1.80M","-0.19%"
"01.03.2016","8.30","8.18","8.34","8.16","2.53M","0.69%"
"01.02.2016","8.24","8.22","8.26","8.10","922.18K","0.50%"
"01.01.2016","8.20","8.17","8.26","8.02","775.94K","-0.69%"
"01.12.2015","8.26","8.21","8.37","7.85","510.72K","0.50%"
"01.11.2015","8.22","8.42","8.42","8.18","2.65M","-0.89%"
"01.10.2015","8.29","8.15","8.39","8.07","2.06M","2.20%"
"01.09.2015","8.11","8.15","8.27","8.07","808.31K","-2.05%"
"01.08.2015","8.28","8.59","8.92","8.11","6.67M","0.20%"
"01.07.2015","8.27","8.14","8.27","8.07","1.50M","1.49%"
